6 422 -4
11 422 -2
41 422 -2
16 422 -2
61 422 -2
81 422 4
91 422 -2
106 422 -2
96 422 -2
126 422 -2
131 422 2
161 422 2
151 422 2
166 422 2
196 422 2
241 422 2
216 422 2
246 422 2
5 423 2
65 423 -2
70 423 -2
85 423 2
9 424 2
89 424 2
129 424 -2
134 424 -2
13 425 2
93 425 2
193 425 -2
198 425 -2
258 422 4
273 422 -4
278 422 -4
338 422 4
267 423 -2
297 423 -2
272 423 -2
317 423 -2
347 423 -2
362 423 -2
352 423 -2
382 423 -2
387 423 2
417 423 2
407 423 2
422 423 2
452 423 2
497 423 2
472 423 2
502 423 2
266 424 2
346 424 2
401 424 -2
406 424 -2
270 425 2
350 425 2
465 425 -2
470 425 -2
261 426 4
321 426 -4
326 426 -4
341 426 4
265 427 2
345 427 2
385 427 -2
390 427 -2
269 428 2
349 428 2
449 428 -2
454 428 -2
515 422 4
545 422 -4
550 422 -4
595 422 4
519 423 2
609 423 -2
599 423 2
614 423 -2
518 424 -2
553 424 -2
528 424 -2
573 424 -2
593 424 2
618 424 -2
608 424 -2
638 424 -2
643 424 2
663 424 2
708 424 2
753 424 2
728 424 2
758 424 2
527 425 2
607 425 2
737 425 -2
742 425 -2
517 427 2
577 427 -2
582 427 -2
597 427 2
521 429 4
601 429 4
641 429 -4
646 429 -4
525 430 2
605 430 2
705 430 -2
710 430 -2
772 422 4
817 422 -4
822 422 -4
852 422 4
776 423 2
881 423 -2
856 423 2
886 423 -2
780 424 2
860 424 2
945 424 -2
950 424 -2
774 425 -2
779 425 -2
809 425 -2
829 425 -2
849 425 2
859 425 -2
874 425 -2
894 425 -2
899 425 2
929 425 2
919 425 2
934 425 2
964 425 2
984 425 2
773 428 2
833 428 -2
838 428 -2
853 428 2
777 430 2
857 430 2
897 430 -2
902 430 -2
781 431 4
861 431 4
961 431 -4
966 431 -4
1026 423 2
1041 423 -2
1046 423 -2
1106 423 2
1030 426 4
1035 426 -2
1065 426 -2
1040 426 -2
1085 426 -2
1105 426 -4
1115 426 -2
1130 426 -2
1120 426 -2
1150 426 -2
1155 426 2
1185 426 2
1175 426 2
1190 426 2
1220 426 2
1265 426 2
1240 426 2
1270 426 2
1034 427 2
1114 427 2
1169 427 -2
1174 427 -2
1038 428 2
1118 428 2
1233 428 -2
1238 428 -2
1283 423 2
1313 423 -2
1318 423 -2
1363 423 2
1282 424 2
1297 424 -2
1302 424 -2
1362 424 2
1287 426 4
1377 426 -4
1367 426 4
1382 426 -4
1286 427 2
1321 427 -2
1296 427 -2
1341 427 -2
1361 427 -2
1386 427 -2
1376 427 -2
1406 427 -2
1411 427 2
1431 427 2
1476 427 2
1521 427 2
1496 427 2
1526 427 2
1295 428 2
1375 428 2
1505 428 -2
1510 428 -2
1290 429 4
1370 429 4
1425 429 -4
1430 429 -4
1294 430 2
1374 430 2
1489 430 -2
1494 430 -2
1540 423 2
1585 423 -2
1590 423 -2
1620 423 2
1538 425 2
1553 425 -2
1558 425 -2
1618 425 2
1544 426 4
1649 426 -4
1624 426 4
1654 426 -4
1548 427 2
1628 427 2
1713 427 -2
1718 427 -2
1542 428 2
1547 428 -2
1577 428 -2
1597 428 -2
1617 428 -2
1627 428 -2
1642 428 -2
1662 428 -2
1667 428 2
1697 428 2
1687 428 2
1702 428 2
1732 428 2
1752 428 2
1546 430 2
1626 430 2
1681 430 -2
1686 430 -2
1550 431 4
1630 431 4
1745 431 -4
1750 431 -4
1795 424 2
1825 424 -2
1830 424 -2
1875 424 2
1799 427 2
1889 427 -2
1879 427 2
1894 427 -2
1803 429 2
1833 429 -2
1808 429 -2
1853 429 -2
1883 429 2
1898 429 -2
1888 429 -2
1918 429 -2
1923 429 2
1953 429 -2
1943 429 2
1958 429 -2
1988 429 2
2033 429 2
2008 429 2
2038 429 2
1807 430 2
1887 430 2
2017 430 -2
2022 430 -2
2052 424 2
2097 424 -2
2102 424 -2
2132 424 2
2051 425 2
2081 425 -2
2086 425 -2
2131 425 2
2056 427 2
2161 427 -2
2136 427 2
2166 427 -2
2055 428 2
2145 428 -2
2135 428 2
2150 428 -2
2060 429 4
2140 429 4
2225 429 -4
2230 429 -4
2089 430 -2
2109 430 -2
2154 430 -2
2174 430 -2
2179 430 2
2199 430 2
2244 430 2
2264 430 2
2063 431 4
2143 431 4
2273 431 -4
2278 431 -4
2308 425 2
2353 425 -2
2358 425 -2
2388 425 2
2312 428 2
2417 428 -2
2392 428 2
2422 428 -2
2316 430 2
2396 430 2
2481 430 -2
2486 430 -2
2315 431 -2
2345 431 -2
2320 431 2
2365 431 -2
2395 431 -2
2410 431 -2
2400 431 2
2430 431 -2
2435 431 2
2465 431 2
2455 431 2
2470 431 2
2500 431 2
2545 431 -2
2520 431 2
2550 431 -2
10 432 2
90 432 2
145 432 -2
150 432 -2
266 433 2
346 433 2
401 433 -2
406 433 -2
522 434 2
602 434 2
657 434 -2
662 434 -2
778 435 2
858 435 2
913 435 -2
918 435 -2
1034 436 2
1114 436 2
1169 436 -2
1174 436 -2
1290 437 2
1370 437 2
1425 437 -2
1430 437 -2
1546 438 2
1626 438 2
1681 438 -2
1686 438 -2
1802 439 2
1882 439 2
1937 439 -2
1942 439 -2
2058 440 2
2138 440 2
2193 440 -2
2198 440 -2
2314 441 2
2394 441 2
2449 441 -2
2454 441 -2
14 442 2
94 442 2
209 442 -2
214 442 -2
270 443 2
350 443 2
465 443 -2
470 443 -2
526 444 2
606 444 2
721 444 -2
726 444 -2
782 445 2
862 445 2
977 445 -2
982 445 -2
1038 446 2
1118 446 2
1233 446 -2
1238 446 -2
1294 447 2
1374 447 2
1489 447 -2
1494 447 -2
1550 448 2
1630 448 2
1745 448 -2
1750 448 -2
1806 449 2
1886 449 2
2001 449 -2
2006 449 -2
2062 450 2
2142 450 2
2257 450 -2
2262 450 -2
2318 451 2
2398 451 2
2513 451 -2
2518 451 -2
9 452 -2
89 452 -2
129 452 2
134 452 2
265 453 -2
345 453 -2
385 453 2
390 453 2
521 454 -2
601 454 -2
641 454 2
646 454 2
777 455 -2
857 455 -2
897 455 2
902 455 2
1033 456 -2
1113 456 -2
1153 456 2
1158 456 2
1289 457 -2
1369 457 -2
1409 457 2
1414 457 2
1545 458 -2
1625 458 -2
1665 458 2
1670 458 2
1801 459 -2
1881 459 -2
1921 459 2
1926 459 2
2057 460 -2
2137 460 -2
2177 460 2
2182 460 2
2313 461 -2
2393 461 -2
2433 461 2
2438 461 2
13 462 -2
93 462 -2
193 462 2
198 462 2
269 463 -2
349 463 -2
449 463 2
454 463 2
525 464 -2
605 464 -2
705 464 2
710 464 2
781 465 -2
861 465 -2
961 465 2
966 465 2
1037 466 -2
1117 466 -2
1217 466 2
1222 466 2
1293 467 -2
1373 467 -2
1473 467 2
1478 467 2
1549 468 -2
1629 468 -2
1729 468 2
1734 468 2
1805 469 -2
1885 469 -2
1985 469 2
1990 469 2
2061 470 -2
2141 470 -2
2241 470 2
2246 470 2
2317 471 -2
2397 471 -2
2497 471 2
2502 471 2
7 736 -3
37 736 1
10 736 -3
25 736 1
67 736 -1
97 736 3
87 736 -2
102 736 2
107 736 -2
112 736 -1
127 736 -1
130 736 -1
145 736 3
167 736 2
160 736 -1
190 736 -1
232 736 1
247 736 1
220 736 1
250 736 1
71 737 -1
101 737 1
74 737 -1
149 737 1
105 738 1
135 738 -1
138 738 -1
153 738 1
109 739 1
157 739 1
199 739 -1
202 739 -1
279 736 -2
282 736 -2
354 736 2
402 736 2
263 737 -2
293 737 1
266 737 -2
281 737 1
323 737 -1
353 737 2
343 737 -3
358 737 3
346 737 -1
363 737 -2
368 737 -1
383 737 -1
386 737 -1
401 737 2
406 737 1
423 737 2
416 737 -1
446 737 -1
488 737 1
503 737 1
476 737 1
506 737 1
362 738 1
407 738 -1
366 739 1
414 739 1
471 739 -1
474 739 -1
327 740 -2
357 740 2
330 740 -2
405 740 2
361 741 1
391 741 -1
394 741 -1
409 741 1
365 742 1
413 742 1
455 742 -1
458 742 -1
551 736 -2
554 736 -2
611 736 2
659 736 2
618 737 -1
663 737 1
519 738 -2
549 738 1
522 738 -2
537 738 1
579 738 -1
609 738 2
599 738 -2
614 738 2
619 738 -1
624 738 -1
639 738 -1
642 738 -1
657 738 2
679 738 1
667 738 1
682 738 -1
672 738 -1
702 738 -1
744 738 1
759 738 1
732 738 1
762 738 1
623 739 1
671 739 1
743 739 -1
746 739 -1
583 741 -1
613 741 1
586 741 -1
661 741 1
617 743 2
647 743 -2
650 743 -2
665 743 2
621 744 1
669 744 1
711 744 -1
714 744 -1
823 736 -2
826 736 -2
868 736 2
916 736 2
872 737 1
887 737 -1
890 737 -1
920 737 1
876 738 1
951 738 -1
924 738 1
954 738 -1
775 739 -2
805 739 1
778 739 -2
793 739 1
835 739 -1
865 739 2
855 739 -2
870 739 2
875 739 -2
895 739 -1
898 739 -1
913 739 2
935 739 2
958 739 -1
1000 739 1
988 739 1
839 742 -1
869 742 1
842 742 -1
917 742 1
873 744 1
903 744 -1
906 744 -1
921 744 1
877 745 2
925 745 2
967 745 -2
970 745 -2
1047 737 -1
1050 737 -1
1122 737 1
1170 737 1
1031 740 -1
1061 740 1
1034 740 -1
1049 740 1
1091 740 -1
1121 740 1
1111 740 -4
1126 740 4
1114 740 -2
1131 740 -2
1136 740 -1
1151 740 -1
1154 740 -1
1169 740 1
1174 740 2
1191 740 2
1184 740 -1
1214 740 -1
1256 740 1
1271 740 1
1244 740 1
1274 740 1
1130 741 1
1175 741 -1
1134 742 1
1182 742 1
1239 742 -1
1242 742 -1
1319 737 -1
1322 737 -1
1379 737 1
1427 737 1
1303 738 -1
1306 738 -1
1378 738 1
1426 738 1
1386 740 -2
1431 740 2
1287 741 -1
1317 741 1
1290 741 -1
1305 741 1
1347 741 -1
1377 741 1
1367 741 -3
1382 741 3
1370 741 -1
1387 741 -1
1392 741 -1
1407 741 -1
1410 741 -1
1425 741 1
1430 741 1
1447 741 1
1435 741 1
1450 741 -1
1440 741 -1
1470 741 -1
1512 741 1
1527 741 1
1500 741 1
1530 741 1
1391 742 1
1439 742 1
1511 742 -1
1514 742 -1
1386 743 2
1431 743 -2
1390 744 1
1438 744 1
1495 744 -1
1498 744 -1
1591 737 -1
1594 737 -1
1636 737 1
1684 737 1
1559 739 -1
1562 739 -1
1634 739 1
1682 739 1
1640 740 2
1655 740 -2
1658 740 -2
1688 740 2
1644 741 1
1719 741 -1
1692 741 1
1722 741 -1
1543 742 -1
1573 742 1
1546 742 -1
1561 742 1
1603 742 -1
1633 742 1
1623 742 -3
1638 742 3
1626 742 -1
1643 742 -2
1663 742 -1
1666 742 -1
1681 742 1
1686 742 1
1703 742 2
1726 742 -1
1768 742 1
1756 742 1
1642 744 1
1687 744 -1
1646 745 2
1694 745 2
1751 745 -2
1754 745 -2
1831 738 -1
1834 738 -1
1891 738 1
1939 738 1
1898 741 -1
1943 741 1
1799 743 -1
1829 743 1
1802 743 -1
1817 743 1
1859 743 -1
1889 743 1
1879 743 -2
1894 743 2
1904 743 -1
1919 743 -1
1922 743 -1
1937 743 1
1947 743 2
1962 743 -2
1952 743 -1
1982 743 -1
2024 743 1
2039 743 1
2012 743 1
2042 743 1
1903 744 1
1951 744 1
2023 744 -1
2026 744 -1
2103 738 -1
2106 738 -1
2148 738 1
2196 738 1
2087 739 -1
2090 739 -1
2147 739 1
2195 739 1
2152 741 1
2167 741 -1
2170 741 -1
2200 741 1
2154 742 -1
2199 742 1
2156 743 2
2231 743 -2
2204 743 2
2234 743 -2
2055 744 -1
2085 744 1
2058 744 -1
2073 744 1
2115 744 -1
2145 744 1
2135 744 -2
2150 744 2
2155 744 -1
2175 744 -1
2178 744 -1
2193 744 1
2215 744 1
2203 744 1
2218 744 -1
2238 744 -1
2280 744 1
2268 744 1
2159 745 2
2207 745 2
2279 745 -2
2282 745 -2
2359 739 -1
2362 739 -1
2404 739 1
2452 739 1
2408 742 1
2423 742 -1
2426 742 -1
2456 742 1
2412 744 1
2487 744 -1
2460 744 1
2490 744 -1
2311 745 -1
2341 745 1
2314 745 -1
2329 745 1
2371 745 -1
2401 745 1
2391 745 -2
2406 745 2
2411 745 -2
2416 745 1
2431 745 -1
2434 745 -1
2449 745 1
2471 745 2
2464 745 1
2494 745 -1
2536 745 1
2551 745 -1
2524 745 1
2554 745 -1
106 746 1
151 746 -1
362 747 1
407 747 -1
618 748 1
663 748 -1
874 749 1
919 749 -1
1130 750 1
1175 750 -1
1386 751 1
1431 751 -1
1642 752 1
1687 752 -1
1898 753 1
1943 753 -1
2154 754 1
2199 754 -1
2410 755 1
2455 755 -1
110 756 1
158 756 1
215 756 -1
218 756 -1
366 757 1
414 757 1
471 757 -1
474 757 -1
622 758 1
670 758 1
727 758 -1
730 758 -1
878 759 1
926 759 1
983 759 -1
986 759 -1
1134 760 1
1182 760 1
1239 760 -1
1242 760 -1
1390 761 1
1438 761 1
1495 761 -1
1498 761 -1
1646 762 1
1694 762 1
1751 762 -1
1754 762 -1
1902 763 1
1950 763 1
2007 763 -1
2010 763 -1
2158 764 1
2206 764 1
2263 764 -1
2266 764 -1
2414 765 1
2462 765 1
2519 765 -1
2522 765 -1
105 766 -1
135 766 1
138 766 1
153 766 -1
361 767 -1
391 767 1
394 767 1
409 767 -1
617 768 -1
647 768 1
650 768 1
665 768 -1
873 769 -1
903 769 1
906 769 1
921 769 -1
1129 770 -1
1159 770 1
1162 770 1
1177 770 -1
1385 771 -1
1415 771 1
1418 771 1
1433 771 -1
1641 772 -1
1671 772 1
1674 772 1
1689 772 -1
1897 773 -1
1927 773 1
1930 773 1
1945 773 -1
2153 774 -1
2183 774 1
2186 774 1
2201 774 -1
2409 775 -1
2439 775 1
2442 775 1
2457 775 -1
109 776 -1
157 776 -1
199 776 1
202 776 1
365 777 -1
413 777 -1
455 777 1
458 777 1
621 778 -1
669 778 -1
711 778 1
714 778 1
877 779 -1
925 779 -1
967 779 1
970 779 1
1133 780 -1
1181 780 -1
1223 780 1
1226 780 1
1389 781 -1
1437 781 -1
1479 781 1
1482 781 1
1645 782 -1
1693 782 -1
1735 782 1
1738 782 1
1901 783 -1
1949 783 -1
1991 783 1
1994 783 1
2157 784 -1
2205 784 -1
2247 784 1
2250 784 1
2413 785 -1
2461 785 -1
2503 785 1
2506 785 1
8 1049 -3
53 1049 1
14 1049 -3
29 1049 1
68 1049 -1
113 1049 3
88 1049 -2
118 1049 2
108 1049 -1
123 1049 -1
128 1049 -2
168 1049 1
183 1049 1
159 1049 1
174 1049 1
194 1049 -1
209 1049 3
248 1049 2
219 1049 -1
234 1049 -1
72 1050 -1
117 1050 1
78 1050 -1
213 1050 1
121 1051 1
136 1051 -1
142 1051 -1
217 1051 1
125 1052 1
200 1052 -1
206 1052 -1
221 1052 1
280 1049 -2
286 1049 -2
370 1049 2
466 1049 2
264 1050 -2
309 1050 1
270 1050 -2
285 1050 1
324 1050 -1
369 1050 2
344 1050 -3
374 1050 3
364 1050 -1
379 1050 -1
350 1050 -1
384 1050 -2
424 1050 1
439 1050 1
415 1050 1
430 1050 1
450 1050 -1
465 1050 2
470 1050 1
504 1050 2
475 1050 -1
490 1050 -1
378 1051 1
408 1051 -1
414 1051 -1
474 1051 1
382 1052 1
472 1052 -1
328 1053 -2
373 1053 2
334 1053 -2
469 1053 2
377 1054 1
392 1054 -1
398 1054 -1
473 1054 1
381 1055 1
456 1055 -1
462 1055 -1
477 1055 1
552 1049 -2
558 1049 -2
627 1049 2
723 1049 2
616 1050 -1
631 1050 1
622 1050 -1
727 1050 1
520 1051 -2
565 1051 1
526 1051 -2
541 1051 1
580 1051 -1
625 1051 2
600 1051 -2
630 1051 2
620 1051 -1
640 1051 -2
695 1051 1
671 1051 1
706 1051 -1
721 1051 2
760 1051 2
746 1051 -1
639 1052 1
744 1052 -1
735 1052 1
750 1052 -1
584 1054 -1
629 1054 1
590 1054 -1
725 1054 1
633 1056 2
648 1056 -2
654 1056 -2
729 1056 2
637 1057 1
712 1057 -1
718 1057 -1
733 1057 1
824 1049 -2
830 1049 -2
884 1049 2
980 1049 2
894 1050 -1
984 1050 1
892 1051 1
952 1051 -1
958 1051 -1
988 1051 1
776 1052 -2
821 1052 1
782 1052 -2
797 1052 1
836 1052 -1
881 1052 2
856 1052 -2
886 1052 2
876 1052 -1
891 1052 -1
896 1052 -1
936 1052 1
951 1052 1
927 1052 1
942 1052 1
962 1052 -1
977 1052 2
1016 1052 1
987 1052 -1
1002 1052 -1
992 1052 1
1022 1052 -1
840 1055 -1
885 1055 1
846 1055 -1
981 1055 1
889 1057 1
904 1057 -1
910 1057 -1
985 1057 1
893 1058 2
968 1058 -2
974 1058 -2
989 1058 2
1048 1050 -1
1054 1050 -1
1138 1050 1
1234 1050 1
1032 1053 -1
1077 1053 1
1038 1053 -1
1053 1053 1
1092 1053 -1
1137 1053 1
1112 1053 -4
1142 1053 4
1132 1053 -1
1147 1053 -1
1118 1053 -2
1152 1053 -2
1192 1053 1
1207 1053 1
1183 1053 1
1198 1053 1
1218 1053 -1
1233 1053 1
1238 1053 2
1272 1053 2
1243 1053 -1
1258 1053 -1
1146 1054 1
1176 1054 -1
1182 1054 -1
1242 1054 1
1150 1055 1
1240 1055 -1
1320 1050 -1
1326 1050 -1
1395 1050 1
1491 1050 1
1304 1051 -1
1310 1051 -1
1394 1051 1
1490 1051 1
1384 1053 -2
1399 1053 2
1390 1053 -2
1495 1053 2
1288 1054 -1
1333 1054 1
1294 1054 -1
1309 1054 1
1348 1054 -1
1393 1054 1
1368 1054 -3
1398 1054 3
1388 1054 -1
1374 1054 -1
1408 1054 -2
1463 1054 1
1439 1054 1
1474 1054 -1
1489 1054 1
1494 1054 1
1528 1054 2
1514 1054 -1
1407 1055 1
1512 1055 -1
1503 1055 1
1518 1055 -1
1402 1056 2
1432 1056 -2
1438 1056 -2
1498 1056 2
1406 1057 1
1496 1057 -1
1592 1050 -1
1598 1050 -1
1652 1050 1
1748 1050 1
1560 1052 -1
1566 1052 -1
1650 1052 1
1746 1052 1
1662 1053 -2
1752 1053 2
1660 1054 1
1720 1054 -1
1726 1054 -1
1756 1054 1
1544 1055 -1
1589 1055 1
1550 1055 -1
1565 1055 1
1604 1055 -1
1649 1055 1
1624 1055 -3
1654 1055 3
1644 1055 -1
1659 1055 -1
1630 1055 -1
1664 1055 -1
1704 1055 1
1719 1055 1
1695 1055 1
1710 1055 1
1730 1055 -1
1745 1055 1
1750 1055 1
1784 1055 1
1755 1055 -1
1770 1055 -1
1760 1055 1
1790 1055 -1
1658 1057 1
1688 1057 -1
1694 1057 -1
1754 1057 1
1662 1058 2
1752 1058 -2
1832 1051 -1
1838 1051 -1
1907 1051 1
2003 1051 1
1896 1054 -1
1911 1054 1
1902 1054 -1
2007 1054 1
1800 1056 -1
1845 1056 1
1806 1056 -1
1821 1056 1
1860 1056 -1
1905 1056 1
1880 1056 -2
1910 1056 2
1900 1056 -1
1915 1056 1
1920 1056 -2
1960 1056 -1
1975 1056 1
1951 1056 1
1966 1056 -1
1986 1056 -1
2001 1056 1
2040 1056 2
2011 1056 1
2026 1056 -1
1919 1057 1
2024 1057 -1
2015 1057 1
2030 1057 -1
2104 1051 -1
2110 1051 -1
2164 1051 1
2260 1051 1
2088 1052 -1
2094 1052 -1
2163 1052 1
2259 1052 1
2174 1054 -1
2264 1054 1
2152 1055 -1
2167 1055 1
2158 1055 -1
2263 1055 1
2172 1056 2
2232 1056 -2
2238 1056 -2
2268 1056 2
2056 1057 -1
2101 1057 1
2062 1057 -1
2077 1057 1
2116 1057 -1
2161 1057 1
2136 1057 -2
2166 1057 2
2156 1057 -1
2176 1057 -1
2231 1057 1
2207 1057 1
2242 1057 -1
2257 1057 1
2296 1057 1
2282 1057 -1
2272 1057 1
2302 1057 -1
2175 1058 2
2280 1058 -2
2271 1058 2
2286 1058 -2
2360 1052 -1
2366 1052 -1
2420 1052 1
2516 1052 1
2430 1055 -1
2520 1055 1
2428 1057 1
2488 1057 -1
2494 1057 -1
2524 1057 1
2312 1058 -1
2357 1058 1
2318 1058 -1
2333 1058 1
2372 1058 -1
2417 1058 1
2392 1058 -2
2422 1058 2
2412 1058 -1
2427 1058 -1
2472 1058 1
2487 1058 1
2463 1058 1
2478 1058 1
2498 1058 -1
2513 1058 1
2523 1058 -1
2538 1058 -1
2528 1058 2
2558 1058 -2
122 1059 1
152 1059 -1
158 1059 -1
218 1059 1
378 1060 1
408 1060 -1
414 1060 -1
474 1060 1
634 1061 1
