1 107 -3
6 107 -1
11 107 1
16 107 1
5 108 -1
9 109 -1
13 110 -1
18 107 -2
17 108 -2
22 108 -2
27 108 1
32 108 1
26 109 -1
30 110 -1
21 111 -2
25 112 -1
29 113 -1
35 107 -2
39 108 -1
33 109 -2
38 109 -1
48 109 1
47 110 -1
37 112 -1
41 114 -2
45 115 -1
52 107 -2
56 108 -1
60 109 -1
49 110 -2
54 110 -1
59 110 1
53 113 -1
57 115 -1
61 116 -2
66 108 -1
65 111 -1
70 111 -3
75 111 1
80 111 1
74 112 -1
78 113 -1
83 108 -1
82 109 -1
87 111 -2
81 112 -1
86 112 -2
96 112 1
95 113 -1
90 114 -2
94 115 -1
100 108 -1
98 110 -1
104 111 -2
108 112 -1
97 113 -1
102 113 -2
107 113 1
106 115 -1
110 116 -2
115 109 -1
119 112 -1
113 114 -1
118 114 -1
123 114 -1
128 114 1
127 115 -1
132 109 -1
131 110 -1
136 112 -1
135 113 -1
140 114 -2
129 115 -1
134 115 -1
143 116 -2
148 110 -1
152 113 -1
156 115 -1
145 116 -1
150 116 -1
155 116 1
160 116 -1
10 117 -1
26 118 -1
42 119 -1
58 120 -1
74 121 -1
90 122 -1
106 123 -1
122 124 -1
138 125 -1
154 126 -1
14 127 -1
30 128 -1
46 129 -1
62 130 -1
78 131 -1
94 132 -1
110 133 -1
126 134 -1
142 135 -1
158 136 -1
9 137 1
25 138 1
41 139 1
57 140 1
73 141 1
89 142 1
105 143 1
121 144 1
137 145 1
153 146 1
13 147 1
29 148 1
45 149 1
61 150 1
77 151 1
93 152 1
109 153 1
125 154 1
141 155 1
157 156 1
167 107 -2
183 108 -2
199 109 -2
215 110 -2
231 111 -2
247 112 -2
263 113 -2
279 114 -2
295 115 -2
311 116 -2
161 117 -3
176 117 1
165 118 -1
169 119 -1
173 120 -1
178 117 -2
177 118 -2
182 118 -1
192 118 1
186 119 -1
190 120 -1
181 121 -2
185 122 -1
189 123 -1
195 117 -2
199 118 -1
193 119 -2
203 119 -1
208 119 1
207 120 -1
197 122 -1
201 124 -2
205 125 -1
212 117 -2
216 118 -1
220 119 -1
209 120 -2
213 123 -1
217 125 -1
221 126 -2
226 118 -1
225 121 -1
